Attendance_ID,Student_ID,Course_ID,Attendance_Date,Status
53827,1144,3085,2026-05-22,Present
53828,1112,3086,2026-06-12,Present
53829,1314,3021,2026-07-01,Present
53830,1032,3094,2026-04-18,Present
53831,1410,3090,2026-04-17,Present
53832,1442,3013,2026-05-28,Present
53833,1035,3026,2026-04-17,Present
53834,1190,3054,2026-01-29,Present
53835,1054,3003,2026-01-09,Present
53836,1290,3004,2026-02-05,Present
53837,1168,3016,2026-05-17,Present
53838,1356,3091,2026-06-06,Present
53839,1459,3070,2026-01-12,Present
53840,1242,3066,2026-01-24,Present
53841,1187,3068,2026-06-05,Present
53842,1495,3056,2026-06-20,Present
53843,1471,3033,2026-06-01,Present
53844,1059,3001,2026-02-02,Present
53845,1152,3014,2026-03-27,Present
53846,1240,3048,2026-06-14,Absent
53847,1181,3097,2026-05-19,Present
53848,1034,3067,2026-03-21,Present
53849,1117,3083,2026-05-06,Present
53850,1329,3023,2026-05-08,Absent
53851,1249,3026,2026-07-07,Present
53852,1500,3059,2026-05-15,Present
53853,1417,3025,2026-03-02,Present
53854,1107,3044,2026-05-25,Present
53855,1342,3100,2026-06-25,Absent
53856,1278,3004,2026-01-27,Present
53857,1088,3057,2026-06-18,Present
53858,1412,3006,2026-03-14,Present
53859,1156,3062,2026-01-23,Present
53860,1160,3018,2026-06-16,Absent
53861,1281,3010,2026-02-03,Present
53862,1015,3095,2026-02-23,Present
53863,1473,3068,2026-03-01,Present
53864,1021,3075,2026-01-10,Absent
53865,1284,3066,2026-05-07,Present
53866,1001,3081,2026-05-28,Present
53867,1173,3083,2026-01-15,Present
53868,1126,3028,2026-01-26,Present
53869,1150,3094,2026-02-19,Present
53870,1056,3026,2026-02-26,Present
53871,1251,3011,2026-05-25,Absent
53872,1169,3017,2026-04-07,Present
53873,1015,3016,2026-06-29,Present
53874,1208,3097,2026-01-28,Present
53875,1320,3067,2026-06-23,Present
53876,1372,3059,2026-04-30,Present
53877,1382,3006,2026-02-11,Present
53878,1313,3061,2026-04-10,Present
53879,1486,3084,2026-05-19,Present
53880,1304,3060,2026-03-18,Present
53881,1311,3025,2026-05-19,Present
53882,1025,3060,2026-04-09,Present
53883,1040,3076,2026-06-22,Present
53884,1272,3054,2026-04-15,Absent
53885,1326,3033,2026-05-21,Present
53886,1302,3084,2026-06-17,Present
53887,1024,3005,2026-03-21,Present
53888,1118,3063,2026-04-10,Present
53889,1339,3016,2026-02-10,Present
53890,1037,3009,2026-04-15,Present
53891,1267,3034,2026-01-31,Present
53892,1016,3041,2026-03-11,Present
53893,1019,3007,2026-02-08,Present
53894,1172,3097,2026-06-27,Present
53895,1144,3030,2026-02-14,Present
53896,1381,3032,2026-06-03,Present
53897,1175,3026,2026-02-14,Present
53898,1449,3047,2026-07-07,Present
53899,1119,3011,2026-02-15,Present
53900,1360,3019,2026-06-10,Absent
53901,1062,3003,2026-01-28,Present
53902,1190,3045,2026-04-29,Present
53903,1440,3043,2026-05-31,Present
53904,1421,3069,2026-05-29,Present
53905,1307,3087,2026-03-28,Present
53906,1372,3008,2026-07-04,Present
53907,1262,3083,2026-01-25,Present
53908,1178,3028,2026-01-10,Present
53909,1392,3066,2026-04-08,Present
53910,1204,3059,2026-03-13,Present
53911,1333,3035,2026-04-20,Present
53912,1167,3064,2026-06-04,Present
53913,1039,3037,2026-03-24,Present
53914,1001,3038,2026-05-04,Present
53915,1175,3009,2026-02-11,Present
53916,1407,3003,2026-02-19,Present
53917,1331,3089,2026-01-16,Present
53918,1226,3028,2026-04-24,Present
53919,1110,3055,2026-04-24,Present
53920,1126,3086,2026-03-11,Present
53921,1003,3082,2026-04-14,Present
53922,1463,3027,2026-05-16,Present
53923,1112,3100,2026-03-30,Present
53924,1145,3039,2026-03-29,Present
53925,1423,3020,2026-05-21,Present
53926,1324,3042,2026-03-31,Present
53927,1145,3094,2026-05-24,Present
53928,1145,3048,2026-03-27,Present
53929,1226,3093,2026-05-05,Present
53930,1472,3049,2026-05-10,Present
53931,1207,3026,2026-05-03,Present
53932,1250,3038,2026-01-24,Present
53933,1344,3042,2026-04-10,Present
53934,1161,3074,2026-05-11,Present
53935,1260,3066,2026-04-07,Present
53936,1389,3062,2026-04-19,Present
53937,1112,3015,2026-05-15,Present
53938,1276,3004,2026-04-02,Present
53939,1246,3091,2026-04-27,Present
53940,1140,3043,2026-03-07,Present
53941,1348,3030,2026-06-10,Present
53942,1236,3092,2026-05-08,Present
53943,1133,3057,2026-05-10,Present
53944,1423,3025,2026-06-10,Absent
53945,1164,3022,2026-06-12,Present
53946,1302,3016,2026-05-11,Absent
53947,1086,3034,2026-07-04,Present
53948,1158,3044,2026-02-25,Present
53949,1132,3016,2026-02-25,Present
53950,1452,3040,2026-03-01,Present
53951,1180,3005,2026-06-08,Present
53952,1196,3024,2026-03-04,Present
53953,1065,3051,2026-02-18,Present
53954,1480,3060,2026-03-30,Present
53955,1135,3034,2026-04-25,Present
53956,1259,3034,2026-02-26,Present
53957,1092,3094,2026-02-13,Present
53958,1467,3007,2026-02-20,Present
53959,1176,3001,2026-04-16,Present
53960,1055,3014,2026-06-12,Present
53961,1301,3031,2026-06-28,Present
53962,1188,3033,2026-06-19,Present
53963,1052,3054,2026-05-04,Present
53964,1204,3011,2026-02-18,Present
53965,1410,3026,2026-04-03,Present
53966,1184,3071,2026-04-05,Present
53967,1321,3079,2026-04-12,Present
53968,1254,3077,2026-01-23,Present
53969,1015,3081,2026-04-19,Present
53970,1084,3047,2026-04-18,Present
53971,1027,3082,2026-03-23,Present
53972,1360,3082,2026-05-18,Present
53973,1388,3042,2026-04-24,Present
53974,1469,3097,2026-03-27,Present
53975,1458,3016,2026-04-14,Present
53976,1316,3061,2026-05-12,Present
53977,1109,3058,2026-05-03,Present
53978,1157,3012,2026-05-11,Present
53979,1279,3030,2026-01-30,Present
53980,1057,3090,2026-02-07,Present
53981,1431,3081,2026-05-07,Present
53982,1474,3095,2026-04-23,Present
53983,1451,3029,2026-01-18,Present
53984,1359,3076,2026-04-28,Present
53985,1355,3064,2026-06-30,Present
53986,1214,3011,2026-06-15,Present
53987,1020,3034,2026-04-15,Present
53988,1246,3029,2026-05-28,Present
53989,1358,3054,2026-05-08,Present
53990,1437,3073,2026-01-27,Present
53991,1199,3052,2026-03-07,Present
53992,1293,3074,2026-05-17,Present
53993,1231,3068,2026-03-12,Present
53994,1248,3095,2026-05-26,Present
53995,1114,3052,2026-05-31,Present
53996,1069,3066,2026-05-19,Present
53997,1500,3008,2026-02-25,Present
53998,1430,3081,2026-04-07,Present
53999,1311,3081,2026-03-18,Absent
54000,1153,3040,2026-05-06,Present
54001,1136,3003,2026-07-04,Present
54002,1091,3067,2026-05-02,Present
54003,1344,3049,2026-02-10,Present
54004,1226,3025,2026-04-08,Present
54005,1404,3020,2026-02-16,Absent
54006,1365,3047,2026-02-20,Present
54007,1087,3034,2026-03-25,Present
54008,1476,3070,2026-03-20,Present
54009,1090,3036,2026-04-12,Present
54010,1395,3068,2026-03-23,Present
54011,1285,3008,2026-03-09,Present
54012,1259,3071,2026-04-16,Present
54013,1457,3068,2026-02-01,Present
54014,1499,3087,2026-06-10,Present
54015,1049,3015,2026-01-30,Present
54016,1327,3050,2026-01-10,Present
54017,1071,3085,2026-04-12,Present
54018,1248,3034,2026-06-12,Present
54019,1227,3088,2026-06-22,Present
54020,1251,3086,2026-06-28,Present
54021,1313,3074,2026-01-25,Present
54022,1272,3036,2026-02-08,Present
54023,1034,3091,2026-03-15,Present
54024,1399,3001,2026-03-19,Present
54025,1211,3077,2026-05-06,Present
54026,1164,3082,2026-02-17,Present
54027,1159,3058,2026-05-05,Present
54028,1277,3098,2026-03-30,Present
54029,1287,3062,2026-04-23,Present
54030,1076,3077,2026-05-28,Present
54031,1187,3090,2026-04-29,Present
54032,1405,3011,2026-02-25,Present
54033,1050,3022,2026-05-12,Present
54034,1149,3030,2026-01-21,Present
54035,1233,3012,2026-02-06,Present
54036,1376,3005,2026-05-20,Present
54037,1161,3100,2026-05-23,Present
54038,1369,3017,2026-01-11,Present
54039,1470,3072,2026-04-04,Present
54040,1182,3040,2026-05-04,Present
54041,1159,3062,2026-03-11,Present
54042,1195,3080,2026-06-30,Present
54043,1052,3042,2026-07-01,Present
54044,1063,3039,2026-02-02,Present
54045,1422,3021,2026-02-23,Present
54046,1145,3033,2026-05-02,Present
54047,1407,3076,2026-05-11,Present
54048,1012,3082,2026-06-05,Present
54049,1251,3086,2026-06-20,Present
54050,1085,3057,2026-02-13,Present
54051,1033,3072,2026-05-02,Present
54052,1429,3069,2026-07-02,Present
54053,1419,3059,2026-07-04,Present
54054,1421,3002,2026-02-17,Present
54055,1227,3057,2026-02-15,Absent
54056,1053,3099,2026-03-10,Present
54057,1204,3088,2026-02-19,Present
54058,1272,3046,2026-03-05,Absent
54059,1320,3059,2026-07-06,Present
54060,1142,3047,2026-05-07,Present
54061,1417,3057,2026-07-07,Present
54062,1302,3034,2026-05-05,Present
54063,1277,3029,2026-06-08,Present
54064,1019,3053,2026-03-13,Present
54065,1384,3097,2026-02-24,Present
54066,1488,3068,2026-02-17,Present
54067,1007,3022,2026-07-02,Present
54068,1365,3084,2026-05-17,Absent
54069,1228,3100,2026-01-09,Present
54070,1123,3003,2026-05-29,Present
54071,1220,3091,2026-03-07,Present
54072,1251,3093,2026-05-22,Present
54073,1362,3022,2026-05-31,Absent
54074,1038,3065,2026-04-17,Present
54075,1084,3055,2026-05-19,Present
54076,1145,3004,2026-01-26,Absent
54077,1478,3080,2026-06-25,Present
54078,1410,3095,2026-04-02,Present
54079,1385,3026,2026-03-30,Present
54080,1321,3010,2026-04-10,Present
54081,1074,3068,2026-02-22,Present
54082,1214,3055,2026-03-05,Present
54083,1465,3088,2026-02-08,Present
54084,1346,3074,2026-01-19,Absent
54085,1338,3017,2026-05-20,Present
54086,1195,3029,2026-03-26,Absent
54087,1095,3012,2026-04-13,Present
54088,1238,3036,2026-06-08,Present
54089,1161,3085,2026-01-12,Present
54090,1353,3063,2026-06-21,Absent
54091,1242,3095,2026-03-19,Present
54092,1046,3055,2026-05-25,Present
54093,1475,3073,2026-05-31,Present
54094,1215,3020,2026-02-09,Present
54095,1324,3043,2026-04-26,Present
54096,1500,3018,2026-07-05,Present
54097,1400,3031,2026-05-27,Present
54098,1329,3057,2026-02-27,Absent
54099,1208,3041,2026-03-17,Present
54100,1407,3007,2026-04-20,Present
54101,1130,3065,2026-06-13,Present
54102,1263,3074,2026-02-25,Present
54103,1457,3098,2026-03-20,Present
54104,1294,3081,2026-06-03,Present
54105,1406,3078,2026-05-06,Present
54106,1035,3100,2026-02-24,Absent
54107,1304,3041,2026-02-12,Present
54108,1379,3001,2026-01-09,Present
54109,1417,3077,2026-04-04,Present
54110,1194,3070,2026-06-18,Present
54111,1013,3083,2026-04-28,Present
54112,1146,3097,2026-05-30,Absent
54113,1464,3073,2026-03-31,Present
54114,1055,3071,2026-03-28,Present
54115,1460,3054,2026-05-17,Present
54116,1075,3005,2026-04-11,Present
54117,1009,3082,2026-05-23,Present
54118,1159,3087,2026-01-13,Present
54119,1206,3002,2026-04-22,Present
54120,1427,3084,2026-04-18,Present
54121,1155,3039,2026-03-16,Present
54122,1342,3093,2026-01-11,Present
54123,1396,3087,2026-01-13,Present
54124,1341,3036,2026-06-06,Present
54125,1075,3027,2026-03-20,Present
54126,1209,3098,2026-05-05,Present
54127,1071,3085,2026-06-21,Present
54128,1023,3077,2026-02-09,Present
54129,1105,3010,2026-06-03,Present
54130,1125,3050,2026-03-24,Present
54131,1091,3089,2026-07-05,Present
54132,1021,3087,2026-06-25,Present
54133,1347,3067,2026-01-19,Present
54134,1338,3081,2026-01-20,Present
54135,1018,3038,2026-07-01,Present
54136,1257,3025,2026-01-10,Present
54137,1444,3069,2026-03-20,Present
54138,1072,3057,2026-03-20,Present
54139,1406,3079,2026-05-10,Present
54140,1329,3067,2026-03-22,Present
54141,1277,3021,2026-05-02,Present
54142,1420,3039,2026-04-15,Absent
54143,1310,3032,2026-03-26,Present
54144,1205,3087,2026-02-11,Present
54145,1225,3053,2026-04-29,Present
54146,1463,3014,2026-01-11,Present
54147,1083,3022,2026-06-02,Present
54148,1058,3037,2026-05-24,Absent
54149,1261,3024,2026-01-17,Present
54150,1184,3076,2026-02-07,Present
54151,1097,3034,2026-06-17,Present
54152,1093,3072,2026-01-28,Absent
54153,1171,3089,2026-04-28,Present
54154,1251,3097,2026-03-18,Present
54155,1223,3019,2026-01-20,Present
54156,1207,3085,2026-01-12,Present
54157,1302,3070,2026-06-27,Present
54158,1178,3076,2026-05-03,Present
54159,1319,3058,2026-04-09,Present
54160,1342,3031,2026-02-12,Present
54161,1494,3031,2026-01-28,Present
54162,1313,3088,2026-01-22,Present
54163,1207,3067,2026-07-05,Present
54164,1206,3027,2026-04-04,Present
54165,1475,3094,2026-03-18,Present
54166,1210,3011,2026-01-14,Present
54167,1397,3053,2026-01-19,Present
54168,1339,3094,2026-03-09,Present
54169,1303,3002,2026-05-07,Present
54170,1189,3046,2026-04-25,Present
54171,1094,3032,2026-02-20,Present
54172,1263,3077,2026-04-03,Present
54173,1400,3035,2026-04-07,Present
54174,1448,3032,2026-05-24,Present
54175,1061,3028,2026-02-15,Absent
54176,1023,3001,2026-03-05,Present
54177,1020,3064,2026-06-05,Present
54178,1243,3020,2026-04-13,Present
54179,1286,3081,2026-03-15,Absent
54180,1311,3050,2026-03-23,Present
54181,1061,3017,2026-06-05,Present
54182,1149,3070,2026-04-03,Present
54183,1132,3021,2026-01-25,Present
54184,1273,3094,2026-06-24,Present
54185,1127,3004,2026-04-07,Present
54186,1292,3062,2026-06-01,Present
54187,1300,3002,2026-04-04,Absent
54188,1475,3032,2026-05-25,Present
54189,1209,3006,2026-02-24,Present
54190,1312,3093,2026-06-29,Present
54191,1493,3091,2026-04-06,Present
54192,1359,3005,2026-04-25,Present
54193,1210,3017,2026-06-26,Present
54194,1023,3041,2026-06-18,Present
54195,1464,3087,2026-04-03,Present
54196,1003,3040,2026-03-30,Present
54197,1366,3008,2026-06-18,Present
54198,1332,3009,2026-02-12,Present
54199,1344,3029,2026-03-21,Present
54200,1427,3027,2026-01-14,Present
54201,1387,3015,2026-01-18,Present
54202,1106,3079,2026-03-26,Present
54203,1390,3014,2026-06-13,Present
54204,1476,3074,2026-03-18,Present
54205,1255,3089,2026-01-31,Present
54206,1467,3061,2026-02-28,Present
54207,1376,3065,2026-04-26,Present
54208,1397,3066,2026-02-25,Present
54209,1195,3053,2026-06-02,Present
54210,1097,3037,2026-04-03,Present
54211,1083,3011,2026-03-11,Present
54212,1479,3076,2026-06-20,Present
54213,1092,3077,2026-03-15,Present
54214,1029,3066,2026-02-15,Present
54215,1298,3092,2026-04-09,Present
54216,1169,3063,2026-01-27,Present
54217,1043,3048,2026-06-28,Present
54218,1336,3016,2026-05-02,Absent
54219,1242,3041,2026-02-13,Present
54220,1457,3009,2026-06-20,Present
54221,1215,3003,2026-05-25,Present
54222,1474,3072,2026-06-15,Present
54223,1440,3007,2026-04-10,Absent
54224,1013,3048,2026-05-01,Present
54225,1058,3084,2026-07-05,Absent
54226,1417,3029,2026-01-23,Absent
54227,1150,3065,2026-01-19,Present
54228,1315,3042,2026-01-24,Present
54229,1003,3085,2026-02-28,Present
54230,1300,3026,2026-01-19,Present
54231,1055,3040,2026-06-14,Present
54232,1421,3072,2026-03-25,Absent
54233,1239,3071,2026-05-20,Present
54234,1127,3078,2026-04-12,Absent
54235,1065,3049,2026-03-17,Present
54236,1105,3099,2026-06-16,Present
54237,1435,3031,2026-04-14,Present
54238,1222,3032,2026-04-13,Present
54239,1131,3067,2026-02-25,Present
54240,1398,3003,2026-06-10,Present
54241,1248,3060,2026-04-16,Present
54242,1479,3064,2026-01-29,Present
54243,1497,3026,2026-03-02,Present
54244,1029,3100,2026-02-23,Present
54245,1495,3078,2026-06-09,Present
54246,1091,3063,2026-03-24,Present
54247,1157,3016,2026-02-20,Absent
54248,1347,3008,2026-06-25,Absent
54249,1336,3050,2026-04-14,Present
54250,1439,3033,2026-04-11,Present
54251,1196,3086,2026-05-27,Present
54252,1195,3076,2026-06-30,Present
54253,1032,3067,2026-06-06,Present
54254,1364,3072,2026-05-11,Present
54255,1445,3022,2026-03-30,Present
54256,1017,3044,2026-03-10,Present
54257,1265,3048,2026-04-29,Present
54258,1215,3079,2026-02-26,Present
54259,1093,3002,2026-06-17,Present
54260,1467,3001,2026-01-10,Present
54261,1404,3045,2026-02-16,Present
54262,1272,3092,2026-02-19,Present
54263,1440,3062,2026-07-06,Present
54264,1276,3056,2026-06-24,Present
54265,1187,3041,2026-02-07,Present
54266,1293,3029,2026-05-08,Present
54267,1130,3038,2026-04-01,Present
54268,1296,3037,2026-03-21,Present
54269,1169,3055,2026-02-16,Present
54270,1439,3095,2026-07-01,Present
54271,1381,3027,2026-03-02,Present
54272,1092,3060,2026-05-03,Present
54273,1182,3072,2026-05-09,Present
54274,1420,3075,2026-06-03,Present
54275,1056,3080,2026-03-30,Present
54276,1103,3011,2026-06-25,Present
54277,1218,3098,2026-07-04,Present
54278,1347,3097,2026-05-05,Absent
54279,1052,3061,2026-05-31,Present
54280,1374,3091,2026-01-20,Present
54281,1159,3070,2026-06-08,Present
54282,1457,3058,2026-05-22,Present
54283,1417,3004,2026-04-18,Present
54284,1004,3043,2026-05-03,Present
54285,1372,3011,2026-03-13,Present
54286,1105,3056,2026-01-24,Present
54287,1430,3043,2026-03-30,Present
54288,1093,3066,2026-04-14,Absent
54289,1299,3024,2026-04-07,Present
54290,1245,3031,2026-02-20,Present
54291,1382,3059,2026-03-13,Present
54292,1430,3028,2026-02-15,Present
54293,1411,3074,2026-02-10,Present
54294,1016,3052,2026-06-14,Absent
54295,1476,3038,2026-05-16,Present
54296,1211,3080,2026-06-07,Present
54297,1101,3099,2026-06-21,Present
54298,1154,3087,2026-03-17,Present
54299,1221,3096,2026-05-18,Present
54300,1349,3029,2026-01-18,Present
54301,1066,3023,2026-05-16,Present
54302,1483,3097,2026-06-06,Present
54303,1107,3061,2026-02-25,Present
54304,1265,3009,2026-02-18,Present
54305,1244,3015,2026-02-21,Absent
54306,1228,3040,2026-06-30,Present
54307,1089,3092,2026-01-20,Present
54308,1384,3084,2026-02-15,Absent
54309,1189,3093,2026-05-11,Absent
54310,1224,3077,2026-04-17,Present
54311,1154,3091,2026-02-23,Present
54312,1426,3097,2026-06-20,Absent
54313,1465,3030,2026-05-24,Present
54314,1078,3079,2026-02-13,Absent
54315,1408,3057,2026-05-29,Present
54316,1248,3059,2026-05-03,Present
54317,1106,3039,2026-03-12,Present
54318,1291,3061,2026-04-17,Present
54319,1213,3070,2026-01-09,Present
54320,1019,3043,2026-01-26,Present
54321,1314,3085,2026-04-27,Present
54322,1026,3068,2026-01-23,Present
54323,1243,3040,2026-04-12,Present
54324,1118,3016,2026-06-25,Present
54325,1479,3038,2026-04-30,Present
54326,1356,3053,2026-01-11,Present
54327,1094,3087,2026-05-03,Present
54328,1255,3002,2026-01-20,Absent
54329,1298,3003,2026-05-10,Present
54330,1180,3020,2026-05-12,Present
54331,1371,3041,2026-01-21,Absent
54332,1041,3019,2026-06-12,Present
54333,1346,3001,2026-02-24,Present
54334,1432,3016,2026-01-13,Present
54335,1307,3032,2026-04-29,Present
54336,1494,3081,2026-05-18,Present
54337,1103,3043,2026-03-11,Present
54338,1188,3056,2026-06-21,Present
54339,1041,3076,2026-05-26,Absent
54340,1009,3037,2026-02-23,Present
54341,1264,3079,2026-05-12,Present
54342,1020,3032,2026-01-31,Present
54343,1216,3053,2026-05-23,Present
54344,1231,3026,2026-06-21,Present
54345,1439,3033,2026-06-04,Present
54346,1058,3025,2026-04-10,Present
54347,1097,3059,2026-05-22,Present
54348,1149,3072,2026-02-04,Present
54349,1316,3072,2026-07-06,Present
54350,1189,3009,2026-01-21,Present
54351,1148,3039,2026-03-01,Present
54352,1405,3026,2026-03-26,Absent
54353,1455,3048,2026-04-30,Present
54354,1252,3045,2026-03-01,Present
54355,1484,3028,2026-05-01,Present
54356,1177,3058,2026-01-31,Present
54357,1174,3043,2026-01-24,Present
54358,1190,3036,2026-05-15,Present
54359,1143,3020,2026-02-07,Present
54360,1349,3081,2026-04-02,Present
54361,1467,3056,2026-03-31,Present
54362,1056,3016,2026-04-25,Present
54363,1437,3072,2026-05-07,Present
54364,1285,3085,2026-04-18,Present
54365,1284,3074,2026-03-15,Present
54366,1474,3051,2026-01-10,Present
54367,1474,3077,2026-01-11,Present
54368,1072,3048,2026-06-15,Present
54369,1263,3055,2026-01-11,Present
54370,1066,3038,2026-03-21,Absent
54371,1053,3058,2026-01-21,Present
54372,1486,3036,2026-04-04,Present
54373,1488,3006,2026-01-15,Present
54374,1023,3070,2026-03-27,Present
54375,1325,3029,2026-02-22,Present
54376,1181,3046,2026-07-07,Present
54377,1349,3068,2026-05-14,Present
54378,1288,3037,2026-05-14,Present
54379,1452,3030,2026-04-25,Present
54380,1171,3089,2026-02-02,Present
54381,1078,3006,2026-02-10,Present
54382,1123,3007,2026-01-19,Present
54383,1068,3083,2026-04-12,Present
54384,1235,3042,2026-01-27,Present
54385,1413,3025,2026-05-31,Absent
54386,1120,3055,2026-03-05,Absent
54387,1424,3011,2026-06-25,Present
54388,1304,3054,2026-07-01,Present
54389,1294,3061,2026-06-17,Present
54390,1012,3021,2026-05-24,Present
54391,1018,3040,2026-07-06,Present
54392,1128,3009,2026-05-08,Present
54393,1090,3052,2026-01-22,Present
54394,1281,3092,2026-04-05,Present
54395,1273,3027,2026-06-23,Present
54396,1282,3032,2026-01-28,Present
54397,1349,3083,2026-05-25,Absent
54398,1311,3009,2026-07-01,Present
54399,1497,3100,2026-06-09,Present
54400,1168,3026,2026-01-12,Present
54401,1051,3068,2026-06-29,Present
54402,1163,3058,2026-06-11,Present
54403,1142,3003,2026-03-17,Present
54404,1165,3085,2026-05-01,Present
54405,1458,3042,2026-05-01,Present
54406,1200,3059,2026-01-31,Present
54407,1417,3093,2026-05-26,Present
54408,1117,3064,2026-04-16,Present
54409,1486,3002,2026-03-21,Present
54410,1329,3067,2026-02-25,Present
54411,1001,3055,2026-05-28,Present
54412,1116,3023,2026-04-04,Present
54413,1337,3075,2026-06-16,Present
54414,1084,3056,2026-01-11,Present
54415,1413,3073,2026-06-16,Present
54416,1313,3033,2026-03-27,Absent
54417,1387,3087,2026-03-04,Present
54418,1491,3061,2026-03-01,Present
54419,1223,3019,2026-01-23,Present
54420,1324,3039,2026-05-09,Present
54421,1269,3007,2026-03-09,Present
54422,1215,3090,2026-05-04,Present
54423,1156,3046,2026-03-08,Present
54424,1450,3036,2026-05-11,Present
54425,1283,3001,2026-03-26,Present
54426,1350,3017,2026-02-25,Present
54427,1125,3057,2026-06-01,Present
54428,1134,3083,2026-06-05,Present
54429,1094,3020,2026-04-24,Present
54430,1060,3096,2026-07-02,Present
54431,1351,3075,2026-02-12,Present
54432,1497,3073,2026-02-19,Present
54433,1063,3092,2026-02-07,Absent
54434,1306,3095,2026-03-17,Present
54435,1442,3003,2026-04-05,Present
54436,1414,3010,2026-04-28,Present
54437,1288,3098,2026-02-22,Present
54438,1220,3001,2026-04-12,Present
54439,1192,3093,2026-05-29,Present
54440,1210,3049,2026-05-29,Absent
54441,1132,3015,2026-05-30,Present
54442,1237,3039,2026-06-25,Absent
54443,1173,3060,2026-05-22,Present
54444,1426,3064,2026-04-13,Present
54445,1105,3081,2026-06-15,Present
54446,1098,3050,2026-04-24,Present
54447,1161,3067,2026-02-12,Present
54448,1057,3027,2026-04-02,Absent
54449,1431,3013,2026-05-06,Present
54450,1081,3072,2026-07-07,Present
54451,1026,3072,2026-01-10,Present
54452,1037,3002,2026-06-01,Present
54453,1292,3017,2026-04-22,Present
54454,1461,3046,2026-04-24,Present
54455,1284,3090,2026-01-13,Present
54456,1125,3088,2026-05-02,Present
54457,1188,3062,2026-05-17,Present
54458,1250,3014,2026-06-26,Present
54459,1053,3055,2026-03-08,Present
54460,1285,3039,2026-03-31,Present
54461,1222,3058,2026-01-22,Present
54462,1463,3098,2026-05-02,Absent
54463,1489,3061,2026-05-25,Absent
54464,1078,3080,2026-02-23,Present
54465,1100,3087,2026-06-12,Present
54466,1419,3016,2026-04-03,Present
54467,1337,3065,2026-01-28,Present
54468,1498,3091,2026-05-10,Present
54469,1404,3092,2026-05-09,Present
54470,1064,3064,2026-04-12,Present
54471,1463,3008,2026-03-27,Present
54472,1060,3075,2026-06-16,Present
54473,1125,3085,2026-04-10,Absent
54474,1312,3046,2026-04-13,Present
54475,1234,3028,2026-02-18,Present
54476,1336,3072,2026-06-01,Present
54477,1424,3065,2026-05-26,Absent
54478,1205,3018,2026-04-03,Present
54479,1014,3034,2026-06-25,Present
54480,1172,3064,2026-03-26,Present
54481,1111,3084,2026-03-29,Present
54482,1253,3070,2026-05-26,Present
54483,1318,3062,2026-02-17,Present
54484,1024,3014,2026-04-19,Present
54485,1401,3055,2026-03-23,Present
54486,1447,3053,2026-05-27,Present
54487,1134,3004,2026-04-24,Present
54488,1221,3004,2026-06-20,Present
54489,1361,3053,2026-04-27,Present
54490,1375,3003,2026-04-28,Present
54491,1480,3091,2026-01-15,Present
54492,1489,3021,2026-06-16,Present
54493,1090,3087,2026-06-02,Present
54494,1384,3047,2026-01-13,Present
54495,1369,3040,2026-04-15,Present
54496,1077,3067,2026-02-24,Present
54497,1096,3061,2026-01-11,Present
54498,1067,3096,2026-03-28,Present
54499,1225,3043,2026-07-07,Present
54500,1234,3026,2026-04-06,Present
54501,1137,3068,2026-01-17,Present
54502,1308,3046,2026-03-19,Present
54503,1107,3045,2026-02-23,Present
54504,1396,3068,2026-05-07,Present
54505,1399,3017,2026-04-04,Present
54506,1232,3019,2026-02-26,Present
54507,1160,3051,2026-05-03,Present
54508,1348,3033,2026-01-15,Absent
54509,1441,3032,2026-02-07,Present
54510,1040,3088,2026-04-16,Absent
54511,1042,3003,2026-06-13,Present
54512,1432,3078,2026-06-29,Absent
54513,1372,3041,2026-01-13,Present
54514,1061,3010,2026-04-04,Present
54515,1146,3022,2026-04-12,Present
54516,1433,3071,2026-02-19,Present
54517,1344,3084,2026-03-11,Present
54518,1341,3084,2026-06-30,Present
54519,1079,3055,2026-06-15,Present
54520,1092,3097,2026-03-17,Present
54521,1115,3072,2026-04-14,Present
54522,1030,3061,2026-06-13,Present
54523,1021,3002,2026-05-22,Present
54524,1047,3038,2026-04-13,Present
54525,1324,3046,2026-03-27,Present
54526,1328,3032,2026-07-07,Present
54527,1050,3024,2026-06-06,Present
54528,1453,3041,2026-03-27,Present
54529,1427,3092,2026-04-05,Present
54530,1122,3024,2026-04-06,Present
54531,1210,3036,2026-05-24,Present
54532,1282,3005,2026-03-25,Present
54533,1197,3018,2026-06-27,Present
54534,1391,3013,2026-06-11,Absent
54535,1349,3042,2026-04-17,Present
54536,1351,3065,2026-01-13,Present
54537,1198,3093,2026-05-26,Present
54538,1373,3097,2026-06-09,Present
54539,1391,3069,2026-03-03,Present
54540,1240,3062,2026-03-21,Present
54541,1386,3042,2026-02-24,Absent
54542,1401,3079,2026-05-27,Present
54543,1118,3069,2026-05-17,Present
54544,1128,3048,2026-07-06,Present
54545,1047,3100,2026-01-18,Present
54546,1367,3026,2026-01-17,Present
54547,1098,3090,2026-05-05,Present
54548,1164,3048,2026-04-12,Present
54549,1363,3094,2026-01-17,Present
54550,1203,3019,2026-03-15,Present
54551,1127,3017,2026-05-02,Present
54552,1148,3044,2026-02-17,Present
54553,1486,3091,2026-03-26,Present
54554,1321,3051,2026-07-07,Present
54555,1440,3079,2026-03-24,Present
54556,1257,3097,2026-01-13,Present
54557,1407,3070,2026-01-09,Present
