Issue_ID,Student_ID,Book_Name,Issue_Date,Return_Date,Fine
10119,1099,Marketing Management,2025-10-29,2025-11-20,0
10120,1229,Business Analytics,2026-04-22,2026-05-20,50
10121,1125,Database Management Systems,2025-11-20,2025-11-27,20
10122,1346,Python Programming,2025-08-31,2025-09-22,0
10123,1398,Marketing Management,2026-02-17,2026-03-17,10
10124,1369,Fluid Mechanics,2025-10-16,2025-10-23,50
10125,1039,Cloud Computing,2026-01-14,2026-02-09,20
10126,1392,Software Engineering,2026-04-24,2026-05-12,0
10127,1238,Data Structures,2025-10-06,2025-10-19,0
10128,1229,Machine Learning,2026-03-02,2026-03-10,0
10129,1435,Structural Analysis,2026-02-04,2026-02-25,0
10130,1053,Engineering Mathematics,2025-08-26,2025-09-20,0
10131,1251,Electrical Machines,2026-06-30,2026-07-26,0
10132,1417,Business Analytics,2025-07-17,2025-07-27,10
10133,1087,Database Management Systems,2025-12-18,2025-12-24,10
10134,1199,Structural Analysis,2026-04-09,2026-05-01,0
10135,1477,Fluid Mechanics,2026-06-01,2026-06-29,20
10136,1021,Operating Systems,2025-12-25,2026-01-21,0
10137,1294,Thermodynamics,2025-10-25,2025-11-23,20
10138,1073,Operating Systems,2025-10-20,2025-11-08,0
10139,1050,Electrical Machines,2025-10-08,2025-10-29,0
10140,1156,Thermodynamics,2025-10-06,2025-10-31,0
10141,1457,Database Management Systems,2025-10-11,2025-10-31,0
10142,1395,Structural Analysis,2025-11-14,2025-12-12,0
10143,1085,Data Structures,2026-04-16,2026-05-02,0
10144,1123,Engineering Mathematics,2026-01-23,2026-02-16,0
10145,1440,Cloud Computing,2026-03-12,2026-04-06,0
10146,1180,Marketing Management,2026-02-23,2026-03-18,10
10147,1188,Marketing Management,2025-07-16,2025-08-07,0
10148,1235,Engineering Mathematics,2025-08-30,2025-09-29,10
10149,1126,Structural Analysis,2025-11-09,2025-12-07,0
10150,1135,Cloud Computing,2026-06-23,2026-07-06,0
10151,1271,Cloud Computing,2026-03-07,2026-04-04,10
10152,1499,Cyber Security,2025-08-29,2025-09-05,0
10153,1188,Business Analytics,2026-04-05,2026-04-17,0
10154,1423,Microprocessors,2026-04-01,2026-04-29,20
10155,1434,Data Structures,2025-09-29,2025-10-15,0
10156,1460,Computer Networks,2026-06-01,2026-06-28,0
10157,1113,Python Programming,2025-12-16,2025-12-28,0
10158,1367,Electrical Machines,2026-04-13,2026-05-02,100
10159,1152,Engineering Mathematics,2026-05-24,2026-06-05,0
10160,1115,Engineering Mathematics,2026-06-18,2026-07-01,0
10161,1198,Engineering Mathematics,2025-12-12,2025-12-29,0
10162,1161,Engineering Mathematics,2025-11-05,2025-12-01,0
10163,1390,Cloud Computing,2026-01-28,2026-02-18,0
10164,1497,Machine Learning,2026-04-27,2026-05-10,10
10165,1214,Python Programming,2025-12-23,2026-01-15,10
10166,1078,Fluid Mechanics,2025-11-07,2025-11-30,50
10167,1304,Data Structures,2025-11-21,2025-12-21,0
10168,1349,Business Analytics,2025-08-07,2025-08-14,0
10169,1071,Database Management Systems,2025-12-10,2026-01-05,20
10170,1356,Software Engineering,2026-02-27,2026-03-29,0
10171,1223,Structural Analysis,2025-08-24,2025-09-22,0
10172,1370,Cyber Security,2025-07-30,2025-08-09,0
10173,1367,Thermodynamics,2025-11-29,2025-12-15,0
10174,1334,Financial Accounting,2026-01-09,2026-02-01,0
10175,1145,Software Engineering,2026-05-12,2026-05-27,0
10176,1021,Marketing Management,2026-06-14,2026-07-10,100
10177,1103,Software Engineering,2025-11-07,2025-11-25,0
10178,1210,Artificial Intelligence,2025-08-29,2025-09-14,0
10179,1024,Cloud Computing,2025-08-07,2025-08-25,0
10180,1301,Engineering Mathematics,2026-04-14,2026-04-26,0
10181,1105,Cloud Computing,2026-02-22,2026-03-07,0
10182,1401,Computer Networks,2026-03-05,2026-03-17,0
10183,1412,Fluid Mechanics,2025-10-17,2025-11-08,0
10184,1382,Database Management Systems,2025-08-10,2025-08-17,0
10185,1039,Digital Electronics,2026-03-14,2026-03-21,20
10186,1497,Cloud Computing,2025-10-01,2025-10-23,0
10187,1200,Operating Systems,2025-11-21,2025-12-11,0
10188,1347,Microprocessors,2025-10-15,2025-10-26,10
10189,1392,Marketing Management,2025-11-05,2025-11-20,10
10190,1499,Database Management Systems,2025-10-12,2025-10-17,0
10191,1408,Business Analytics,2026-03-27,2026-04-07,10
10192,1262,Operating Systems,2026-03-01,2026-03-20,0
10193,1007,Electrical Machines,2025-12-01,2025-12-14,0
10194,1438,Cloud Computing,2025-07-16,2025-07-26,0
10195,1115,Computer Networks,2026-04-01,2026-04-11,0
10196,1075,Software Engineering,2026-01-14,2026-01-28,0
10197,1075,Data Structures,2025-08-04,2025-08-26,0
10198,1028,Operating Systems,2026-07-01,2026-07-09,0
10199,1330,Artificial Intelligence,2025-08-10,2025-08-23,0
10200,1179,Python Programming,2025-11-23,2025-12-23,0
10201,1335,Digital Electronics,2026-02-09,2026-02-25,0
10202,1397,Python Programming,2026-05-04,2026-05-26,20
10203,1370,Thermodynamics,2026-01-18,2026-01-25,0
10204,1172,Engineering Mathematics,2026-04-15,2026-04-30,10
10205,1405,Database Management Systems,2026-04-27,2026-05-06,0
10206,1466,Cloud Computing,2026-04-23,2026-05-09,10
10207,1125,Financial Accounting,2025-10-30,2025-11-19,10
10208,1108,Database Management Systems,2026-02-09,2026-02-15,50
10209,1194,Financial Accounting,2025-07-17,2025-08-13,0
10210,1097,Microprocessors,2025-12-25,2026-01-21,0
10211,1330,Digital Electronics,2026-06-01,2026-06-18,20
10212,1128,Digital Electronics,2025-12-17,2025-12-31,0
10213,1140,Fluid Mechanics,2026-05-18,2026-05-24,0
10214,1070,Cyber Security,2025-09-28,2025-10-06,0
10215,1315,Microprocessors,2025-11-01,2025-12-01,0
10216,1110,Data Structures,2025-09-21,2025-09-28,0
10217,1381,Software Engineering,2025-09-07,2025-10-05,50
10218,1156,Structural Analysis,2025-12-26,2026-01-12,50
10219,1022,Database Management Systems,2025-11-15,2025-12-11,0
10220,1166,Thermodynamics,2026-05-29,2026-06-12,0
10221,1403,Thermodynamics,2025-11-22,2025-12-20,10
10222,1170,Operating Systems,2025-12-15,2026-01-11,0
10223,1015,Artificial Intelligence,2026-06-17,2026-07-14,0
10224,1365,Data Structures,2025-08-27,2025-09-03,0
10225,1489,Cloud Computing,2025-11-26,2025-12-18,0
10226,1200,Operating Systems,2025-09-13,2025-09-18,50
10227,1330,Engineering Mathematics,2026-02-08,2026-02-24,0
10228,1347,Cyber Security,2025-11-22,2025-11-29,0
10229,1229,Machine Learning,2025-10-25,2025-11-20,0
10230,1055,Computer Networks,2025-08-09,2025-09-07,0
10231,1211,Financial Accounting,2025-09-04,2025-09-23,0
10232,1410,Thermodynamics,2026-05-28,2026-06-18,0
10233,1200,Fluid Mechanics,2025-08-14,2025-08-20,0
10234,1109,Artificial Intelligence,2025-10-31,2025-11-05,0
10235,1094,Data Structures,2026-04-06,2026-05-04,0
10236,1213,Machine Learning,2025-12-28,2026-01-22,0
10237,1434,Operating Systems,2026-03-07,2026-03-27,0
10238,1369,Business Analytics,2025-11-03,2025-11-19,20
10239,1117,Database Management Systems,2026-01-14,2026-02-12,10
10240,1346,Digital Electronics,2026-04-08,2026-05-05,20
10241,1148,Python Programming,2026-05-12,2026-05-25,0
10242,1039,Database Management Systems,2026-05-31,2026-06-25,0
10243,1051,Artificial Intelligence,2025-12-11,2025-12-20,0
10244,1051,Structural Analysis,2026-02-27,2026-03-04,0
10245,1394,Operating Systems,2026-06-13,2026-07-07,0
10246,1116,Cloud Computing,2026-06-03,2026-06-09,10
10247,1313,Software Engineering,2026-06-30,2026-07-28,10
10248,1290,Fluid Mechanics,2025-09-10,2025-09-25,0
10249,1143,Machine Learning,2025-08-03,2025-08-28,0
10250,1151,Data Structures,2026-06-12,2026-07-05,0
10251,1426,Artificial Intelligence,2025-10-05,2025-10-11,0
10252,1276,Cloud Computing,2025-10-08,2025-11-06,0
10253,1320,Computer Networks,2026-04-28,2026-05-18,0
10254,1240,Structural Analysis,2026-04-24,2026-05-17,0
10255,1014,Digital Electronics,2026-06-22,2026-07-21,0
10256,1182,Python Programming,2026-06-21,2026-07-16,100
10257,1101,Microprocessors,2026-03-09,2026-03-27,0
10258,1464,Operating Systems,2026-02-02,2026-02-22,0
10259,1497,Software Engineering,2025-11-13,2025-11-24,0
10260,1481,Fluid Mechanics,2025-12-10,2025-12-24,0
10261,1382,Python Programming,2026-01-28,2026-02-19,0
10262,1186,Operating Systems,2025-11-13,2025-11-21,0
10263,1122,Machine Learning,2025-09-21,2025-10-14,0
10264,1315,Financial Accounting,2025-08-23,2025-09-07,0
10265,1133,Python Programming,2025-09-19,2025-10-16,0
10266,1337,Business Analytics,2025-08-16,2025-08-23,0
10267,1056,Business Analytics,2025-07-25,2025-08-09,0
10268,1069,Python Programming,2026-01-22,2026-02-11,0
10269,1166,Fluid Mechanics,2026-02-14,2026-03-14,100
10270,1399,Python Programming,2025-12-06,2025-12-16,50
10271,1447,Operating Systems,2025-11-09,2025-11-27,50
10272,1110,Financial Accounting,2025-11-09,2025-12-09,10
10273,1326,Machine Learning,2026-06-22,2026-07-16,10
10274,1267,Python Programming,2026-05-28,2026-06-21,0
10275,1263,Fluid Mechanics,2026-05-07,2026-05-29,0
10276,1126,Digital Electronics,2025-07-30,2025-08-07,0
10277,1069,Software Engineering,2026-01-31,2026-03-01,0
10278,1192,Thermodynamics,2026-03-03,2026-03-12,0
10279,1398,Database Management Systems,2025-08-30,2025-09-04,0
10280,1333,Thermodynamics,2026-06-22,2026-07-22,0
10281,1490,Marketing Management,2026-05-27,2026-06-10,0
10282,1248,Business Analytics,2026-04-22,2026-05-05,0
10283,1383,Marketing Management,2025-08-06,2025-08-25,0
10284,1124,Software Engineering,2026-01-12,2026-02-08,0
10285,1214,Cyber Security,2025-12-20,2026-01-02,0
10286,1356,Engineering Mathematics,2025-10-25,2025-11-16,0
10287,1275,Structural Analysis,2026-03-12,2026-04-07,10
10288,1205,Financial Accounting,2026-03-29,2026-04-24,0
10289,1417,Electrical Machines,2026-03-21,2026-04-14,20
10290,1277,Digital Electronics,2026-03-05,2026-04-01,0
10291,1286,Fluid Mechanics,2025-12-13,2026-01-05,10
10292,1274,Software Engineering,2026-06-04,2026-06-13,50
10293,1104,Operating Systems,2026-05-05,2026-05-28,0
10294,1261,Fluid Mechanics,2025-07-11,2025-08-05,0
10295,1004,Electrical Machines,2026-01-04,2026-01-16,0
10296,1173,Fluid Mechanics,2026-05-20,2026-05-25,0
10297,1417,Cyber Security,2026-01-11,2026-02-07,0
10298,1161,Engineering Mathematics,2025-11-11,2025-12-08,0
10299,1440,Data Structures,2025-10-01,2025-10-16,0
10300,1023,Database Management Systems,2026-06-28,2026-07-04,10
10301,1113,Thermodynamics,2026-03-20,2026-03-27,0
10302,1194,Engineering Mathematics,2026-01-19,2026-02-06,0
10303,1426,Engineering Mathematics,2026-02-03,2026-02-15,0
10304,1039,Fluid Mechanics,2025-07-18,2025-07-24,0
10305,1289,Computer Networks,2025-08-28,2025-09-02,0
10306,1343,Computer Networks,2026-02-12,2026-03-02,0
10307,1061,Cyber Security,2026-04-30,2026-05-15,0
10308,1281,Cloud Computing,2026-03-22,2026-04-12,0
10309,1165,Cloud Computing,2026-03-25,2026-04-12,0
10310,1370,Business Analytics,2026-02-13,2026-02-28,0
10311,1007,Operating Systems,2026-06-27,2026-07-12,0
10312,1232,Operating Systems,2025-08-02,2025-08-26,10
10313,1201,Engineering Mathematics,2026-03-14,2026-03-29,20
10314,1044,Computer Networks,2026-05-05,2026-05-21,0
10315,1037,Digital Electronics,2026-05-04,2026-05-09,0
10316,1497,Computer Networks,2026-06-27,2026-07-27,0
10317,1116,Thermodynamics,2025-07-10,2025-08-08,0
10318,1084,Python Programming,2026-02-06,2026-03-02,0
10319,1008,Engineering Mathematics,2025-10-17,2025-11-15,10
10320,1191,Python Programming,2025-10-27,2025-11-22,0
10321,1310,Data Structures,2026-06-15,2026-06-29,0
10322,1019,Database Management Systems,2025-08-06,2025-08-14,0
10323,1001,Fluid Mechanics,2026-05-30,2026-06-18,0
10324,1373,Microprocessors,2025-09-21,2025-09-29,0
10325,1047,Software Engineering,2026-01-13,2026-02-04,0
10326,1327,Digital Electronics,2025-10-16,2025-11-01,0
10327,1116,Financial Accounting,2026-07-04,2026-07-17,0
10328,1379,Cloud Computing,2026-03-06,2026-03-12,0
10329,1251,Business Analytics,2026-03-24,2026-03-31,0
10330,1189,Cyber Security,2026-04-24,2026-04-30,0
10331,1458,Digital Electronics,2026-06-18,2026-07-10,0
10332,1317,Python Programming,2025-11-25,2025-12-08,0
10333,1303,Engineering Mathematics,2025-07-29,2025-08-09,0
10334,1248,Machine Learning,2025-10-02,2025-10-18,0
10335,1339,Software Engineering,2026-06-29,2026-07-09,0
10336,1272,Electrical Machines,2025-07-13,2025-08-02,0
10337,1436,Electrical Machines,2025-11-13,2025-11-22,20
10338,1284,Data Structures,2025-11-10,2025-11-20,0
10339,1062,Artificial Intelligence,2026-04-27,2026-05-23,0
10340,1281,Fluid Mechanics,2026-01-14,2026-02-05,0
10341,1160,Operating Systems,2025-09-21,2025-09-30,0
10342,1235,Machine Learning,2025-11-20,2025-12-04,0
10343,1409,Machine Learning,2026-06-15,2026-06-29,0
10344,1439,Machine Learning,2025-08-06,2025-09-05,0
10345,1430,Database Management Systems,2026-05-26,2026-06-11,0
10346,1358,Cloud Computing,2025-11-06,2025-11-19,0
10347,1171,Artificial Intelligence,2026-02-16,2026-02-23,0
10348,1021,Data Structures,2025-09-26,2025-10-08,10
10349,1201,Electrical Machines,2025-07-13,2025-08-03,10
10350,1172,Microprocessors,2025-08-26,2025-09-08,0
10351,1190,Data Structures,2025-12-05,2025-12-26,0
10352,1472,Artificial Intelligence,2026-03-22,2026-04-11,0
10353,1499,Structural Analysis,2026-04-03,2026-04-12,0
10354,1051,Database Management Systems,2026-01-05,2026-01-23,100
10355,1323,Digital Electronics,2026-05-16,2026-06-08,0
10356,1490,Cyber Security,2025-09-14,2025-10-07,0
10357,1112,Software Engineering,2025-12-28,2026-01-21,0
10358,1146,Computer Networks,2026-05-31,2026-06-13,0
10359,1434,Business Analytics,2025-09-06,2025-09-19,20
10360,1161,Database Management Systems,2025-12-05,2025-12-26,0
10361,1034,Structural Analysis,2026-05-15,2026-05-26,0
10362,1468,Business Analytics,2025-11-08,2025-11-18,0
10363,1040,Software Engineering,2025-08-22,2025-08-30,0
10364,1471,Cyber Security,2026-04-19,2026-04-26,0
10365,1448,Financial Accounting,2026-03-24,2026-04-22,0
10366,1473,Data Structures,2025-12-19,2026-01-01,0
10367,1079,Engineering Mathematics,2025-12-15,2025-12-24,0
10368,1326,Software Engineering,2025-09-13,2025-10-08,0
10369,1039,Digital Electronics,2026-03-14,2026-04-11,20
10370,1252,Electrical Machines,2025-08-20,2025-08-29,0
10371,1028,Artificial Intelligence,2025-09-11,2025-09-19,0
10372,1374,Electrical Machines,2026-06-29,2026-07-29,10
10373,1030,Structural Analysis,2025-12-19,2026-01-14,0
10374,1237,Computer Networks,2026-03-13,2026-03-24,0
10375,1153,Artificial Intelligence,2026-05-30,2026-06-08,0
10376,1445,Data Structures,2026-03-03,2026-03-19,0
10377,1052,Business Analytics,2025-08-13,2025-09-04,0
10378,1048,Machine Learning,2025-10-28,2025-11-14,0
10379,1362,Database Management Systems,2025-08-11,2025-08-28,0
10380,1363,Structural Analysis,2026-01-25,2026-02-10,0
10381,1253,Financial Accounting,2025-09-16,2025-09-22,0
10382,1292,Software Engineering,2026-03-19,2026-04-01,50
10383,1352,Artificial Intelligence,2025-08-06,2025-08-15,0
10384,1056,Operating Systems,2025-12-23,2026-01-17,10
10385,1477,Financial Accounting,2026-06-22,2026-07-01,0
10386,1394,Microprocessors,2025-10-18,2025-10-23,0
10387,1214,Artificial Intelligence,2025-09-19,2025-10-07,0
10388,1038,Structural Analysis,2026-01-24,2026-02-23,0
10389,1435,Electrical Machines,2026-02-17,2026-03-04,0
10390,1389,Fluid Mechanics,2026-01-12,2026-01-26,0
10391,1275,Financial Accounting,2026-06-13,2026-06-22,0
10392,1071,Computer Networks,2026-01-23,2026-02-03,0
10393,1088,Structural Analysis,2025-10-24,2025-11-13,0
10394,1246,Marketing Management,2026-04-17,2026-05-12,0
10395,1315,Structural Analysis,2026-04-26,2026-05-09,0
10396,1445,Machine Learning,2025-08-21,2025-08-30,0
10397,1390,Cyber Security,2026-01-31,2026-02-10,10
10398,1269,Operating Systems,2026-05-01,2026-05-21,0
10399,1483,Software Engineering,2026-01-30,2026-02-21,0
10400,1307,Operating Systems,2025-10-18,2025-11-11,0
10401,1166,Computer Networks,2025-08-02,2025-08-12,50
10402,1342,Operating Systems,2026-03-19,2026-04-08,0
10403,1430,Data Structures,2026-07-06,2026-07-28,0
10404,1085,Structural Analysis,2025-11-04,2025-11-09,0
10405,1123,Software Engineering,2025-10-14,2025-10-30,0
10406,1199,Financial Accounting,2026-03-22,2026-04-07,0
10407,1018,Data Structures,2026-04-18,2026-05-13,0
10408,1081,Microprocessors,2025-09-10,2025-09-29,0
10409,1312,Operating Systems,2026-05-04,2026-05-12,20
10410,1232,Machine Learning,2026-06-17,2026-06-22,0
10411,1293,Machine Learning,2026-05-04,2026-05-14,0
10412,1039,Fluid Mechanics,2026-01-15,2026-01-26,0
10413,1229,Structural Analysis,2026-02-12,2026-03-05,0
10414,1096,Fluid Mechanics,2026-05-02,2026-05-13,0
10415,1198,Software Engineering,2025-07-21,2025-07-29,10
10416,1485,Software Engineering,2025-12-29,2026-01-08,0
10417,1154,Data Structures,2026-04-18,2026-04-24,0
10418,1340,Artificial Intelligence,2025-08-20,2025-09-11,0
10419,1238,Cloud Computing,2025-10-03,2025-10-23,0
10420,1226,Cloud Computing,2025-11-11,2025-12-08,0
10421,1240,Fluid Mechanics,2026-02-07,2026-02-26,0
10422,1491,Cyber Security,2026-02-07,2026-03-09,50
10423,1063,Python Programming,2025-08-28,2025-09-18,0
10424,1408,Digital Electronics,2026-06-28,2026-07-17,0
10425,1087,Computer Networks,2026-03-20,2026-04-14,0
10426,1353,Operating Systems,2026-02-06,2026-02-21,0
10427,1115,Database Management Systems,2026-04-10,2026-05-08,0
10428,1269,Cyber Security,2025-12-21,2026-01-19,0
10429,1161,Engineering Mathematics,2025-11-22,2025-12-14,0
10430,1125,Computer Networks,2026-04-01,2026-04-23,0
10431,1457,Machine Learning,2026-06-21,2026-07-19,0
10432,1182,Python Programming,2025-12-16,2025-12-28,0
10433,1051,Marketing Management,2025-10-17,2025-11-07,0
10434,1270,Financial Accounting,2026-03-18,2026-03-29,50
10435,1368,Thermodynamics,2025-08-03,2025-08-26,0
10436,1218,Engineering Mathematics,2026-05-11,2026-05-26,10
10437,1162,Structural Analysis,2026-02-17,2026-02-27,10
10438,1055,Financial Accounting,2025-08-25,2025-09-10,0
10439,1171,Computer Networks,2026-06-17,2026-07-08,0
10440,1241,Financial Accounting,2026-03-25,2026-04-23,0
10441,1339,Machine Learning,2025-11-12,2025-11-23,0
10442,1150,Cyber Security,2026-06-04,2026-06-16,10
10443,1297,Marketing Management,2026-02-08,2026-02-13,0
10444,1186,Structural Analysis,2025-08-18,2025-08-27,0
10445,1438,Engineering Mathematics,2025-07-28,2025-08-08,20
10446,1106,Cloud Computing,2026-05-06,2026-05-20,0
10447,1454,Machine Learning,2025-11-20,2025-11-30,0
10448,1358,Digital Electronics,2026-03-01,2026-03-18,0
10449,1020,Operating Systems,2025-07-11,2025-08-03,0
10450,1453,Machine Learning,2025-12-23,2026-01-06,20
10451,1493,Engineering Mathematics,2026-06-21,2026-07-04,10
10452,1265,Python Programming,2025-09-20,2025-10-18,0
10453,1349,Data Structures,2026-06-01,2026-06-06,0
10454,1158,Microprocessors,2026-01-04,2026-01-29,0
10455,1188,Python Programming,2025-09-06,2025-09-24,0
10456,1081,Engineering Mathematics,2025-08-30,2025-09-16,10
10457,1448,Engineering Mathematics,2025-07-16,2025-07-23,0
10458,1087,Electrical Machines,2025-10-19,2025-11-16,0
10459,1165,Artificial Intelligence,2026-05-22,2026-06-12,0
10460,1174,Business Analytics,2026-01-20,2026-02-13,0
10461,1493,Python Programming,2026-02-12,2026-02-28,20
10462,1044,Structural Analysis,2025-11-04,2025-11-24,0
10463,1344,Artificial Intelligence,2026-03-02,2026-03-24,20
10464,1313,Business Analytics,2025-08-18,2025-08-30,0
10465,1041,Marketing Management,2026-03-15,2026-04-14,50
10466,1245,Data Structures,2025-09-16,2025-09-24,0
10467,1390,Business Analytics,2026-04-16,2026-04-23,0
10468,1458,Business Analytics,2025-10-31,2025-11-20,0
10469,1147,Artificial Intelligence,2026-01-20,2026-02-18,0
10470,1448,Digital Electronics,2025-07-09,2025-07-23,0
10471,1448,Operating Systems,2025-09-23,2025-10-06,0
10472,1328,Software Engineering,2026-01-12,2026-01-31,0
10473,1201,Business Analytics,2025-08-30,2025-09-08,50
10474,1352,Data Structures,2025-11-27,2025-12-10,0
10475,1218,Engineering Mathematics,2026-04-21,2026-05-05,0
10476,1267,Artificial Intelligence,2026-04-17,2026-05-11,0
10477,1081,Operating Systems,2026-04-22,2026-05-16,0
10478,1107,Software Engineering,2025-10-28,2025-11-14,50
10479,1067,Business Analytics,2025-11-25,2025-12-13,0
10480,1092,Fluid Mechanics,2026-06-29,2026-07-23,10
10481,1264,Financial Accounting,2026-03-31,2026-04-16,20
10482,1439,Cloud Computing,2025-09-28,2025-10-18,0
10483,1226,Marketing Management,2026-01-16,2026-01-25,10
10484,1176,Engineering Mathematics,2026-04-07,2026-04-15,0
10485,1096,Cyber Security,2025-07-26,2025-08-24,0
10486,1201,Thermodynamics,2025-10-19,2025-10-28,0
10487,1218,Marketing Management,2025-11-04,2025-12-03,10
10488,1041,Machine Learning,2026-01-31,2026-02-11,0
10489,1117,Python Programming,2026-04-27,2026-05-24,0
10490,1339,Structural Analysis,2025-12-14,2025-12-30,0
10491,1120,Marketing Management,2025-09-14,2025-10-02,0
10492,1184,Machine Learning,2025-08-03,2025-09-01,0
10493,1412,Business Analytics,2026-04-21,2026-05-13,0
10494,1106,Operating Systems,2025-12-29,2026-01-13,0
10495,1162,Business Analytics,2026-05-27,2026-06-18,10
10496,1421,Thermodynamics,2026-01-31,2026-02-25,20
10497,1141,Python Programming,2026-05-19,2026-05-30,0
10498,1430,Database Management Systems,2026-01-22,2026-01-30,20
10499,1187,Data Structures,2026-05-08,2026-05-19,0
10500,1280,Microprocessors,2026-05-01,2026-05-28,0
10501,1326,Computer Networks,2026-06-16,2026-07-06,20
10502,1008,Fluid Mechanics,2026-05-13,2026-05-23,0
10503,1395,Digital Electronics,2026-03-12,2026-04-05,0
10504,1124,Machine Learning,2026-01-12,2026-01-21,0
10505,1369,Operating Systems,2025-08-28,2025-09-07,0
10506,1042,Computer Networks,2026-06-17,2026-06-28,0
10507,1237,Structural Analysis,2026-05-05,2026-06-02,0
10508,1351,Data Structures,2025-10-16,2025-11-14,0
10509,1158,Computer Networks,2025-08-22,2025-09-21,0
10510,1017,Operating Systems,2026-03-02,2026-03-27,0
10511,1473,Financial Accounting,2025-08-20,2025-08-31,0
10512,1158,Software Engineering,2025-12-14,2026-01-01,0
10513,1141,Operating Systems,2026-06-24,2026-07-12,0
10514,1215,Machine Learning,2025-12-13,2025-12-24,0
10515,1342,Artificial Intelligence,2025-08-01,2025-08-23,10
10516,1428,Software Engineering,2026-01-14,2026-02-11,0
10517,1219,Python Programming,2026-05-30,2026-06-21,0
10518,1388,Operating Systems,2026-03-28,2026-04-20,0
10519,1032,Database Management Systems,2025-08-07,2025-09-06,0
10520,1322,Engineering Mathematics,2026-01-02,2026-01-26,0
10521,1197,Artificial Intelligence,2025-08-22,2025-09-09,0
10522,1464,Thermodynamics,2025-12-13,2026-01-02,0
10523,1041,Electrical Machines,2026-06-08,2026-06-19,0
10524,1181,Cyber Security,2025-12-06,2025-12-14,0
10525,1252,Thermodynamics,2025-10-08,2025-10-16,100
10526,1289,Artificial Intelligence,2026-01-23,2026-01-30,20
10527,1045,Computer Networks,2026-02-17,2026-03-11,0
10528,1166,Electrical Machines,2026-03-29,2026-04-16,0
10529,1453,Business Analytics,2025-11-02,2025-11-30,100
10530,1139,Electrical Machines,2025-12-12,2025-12-31,0
10531,1394,Python Programming,2026-03-31,2026-04-24,0
10532,1233,Database Management Systems,2025-10-18,2025-11-05,0
10533,1478,Operating Systems,2025-11-29,2025-12-27,0
10534,1483,Data Structures,2026-04-20,2026-04-25,0
10535,1006,Thermodynamics,2025-08-28,2025-09-07,0
10536,1180,Digital Electronics,2025-07-10,2025-07-26,0
10537,1043,Data Structures,2025-07-27,2025-08-04,0
10538,1091,Marketing Management,2025-10-28,2025-11-12,0
10539,1222,Microprocessors,2025-12-20,2026-01-10,0
10540,1158,Cloud Computing,2025-10-19,2025-11-06,0
10541,1286,Operating Systems,2026-03-02,2026-03-12,0
10542,1231,Marketing Management,2026-06-25,2026-07-05,10
10543,1182,Fluid Mechanics,2026-02-06,2026-03-03,50
10544,1364,Database Management Systems,2025-12-09,2026-01-01,0
10545,1185,Microprocessors,2026-03-19,2026-04-11,0
10546,1282,Operating Systems,2026-02-13,2026-03-08,0
10547,1469,Software Engineering,2025-11-26,2025-12-22,20
10548,1098,Software Engineering,2025-12-21,2026-01-01,0
10549,1389,Business Analytics,2026-03-09,2026-04-04,0
10550,1198,Microprocessors,2026-03-16,2026-04-13,0
10551,1424,Marketing Management,2026-04-12,2026-05-08,20
10552,1364,Financial Accounting,2026-03-23,2026-04-13,0
10553,1096,Artificial Intelligence,2026-05-04,2026-05-15,0
10554,1424,Cyber Security,2026-03-14,2026-04-11,0
10555,1159,Python Programming,2025-08-12,2025-09-09,50
10556,1298,Data Structures,2026-05-06,2026-06-01,0
10557,1345,Data Structures,2025-08-18,2025-09-10,0
10558,1356,Computer Networks,2025-09-04,2025-09-28,0
10559,1469,Electrical Machines,2025-09-17,2025-09-26,0
10560,1255,Financial Accounting,2026-03-30,2026-04-24,20
10561,1478,Software Engineering,2025-09-14,2025-09-28,20
10562,1027,Database Management Systems,2026-01-19,2026-01-29,0
10563,1139,Software Engineering,2025-10-05,2025-10-23,0
10564,1471,Cloud Computing,2026-02-02,2026-03-01,0
10565,1325,Cloud Computing,2026-06-27,2026-07-03,0
10566,1080,Computer Networks,2025-08-21,2025-08-30,0
10567,1124,Database Management Systems,2026-04-30,2026-05-13,20
10568,1180,Software Engineering,2025-10-21,2025-11-16,10
10569,1387,Marketing Management,2026-03-10,2026-04-03,0
10570,1030,Database Management Systems,2026-06-22,2026-07-04,0
10571,1386,Digital Electronics,2025-10-17,2025-10-28,0
10572,1060,Electrical Machines,2025-12-09,2025-12-29,0
10573,1342,Database Management Systems,2025-11-26,2025-12-20,0
10574,1351,Artificial Intelligence,2026-01-28,2026-02-19,0
10575,1407,Digital Electronics,2026-02-28,2026-03-13,20
10576,1270,Data Structures,2025-08-12,2025-08-28,0
10577,1352,Cloud Computing,2026-05-24,2026-05-30,0
10578,1439,Software Engineering,2025-08-25,2025-09-21,0
10579,1366,Machine Learning,2026-01-20,2026-02-02,0
10580,1132,Microprocessors,2025-08-13,2025-09-07,0
10581,1408,Software Engineering,2025-07-09,2025-08-01,0
10582,1484,Python Programming,2025-09-13,2025-09-26,10
10583,1092,Digital Electronics,2026-04-30,2026-05-07,0
10584,1269,Engineering Mathematics,2025-11-22,2025-11-28,20
10585,1247,Computer Networks,2026-04-29,2026-05-10,0
10586,1182,Python Programming,2026-04-25,2026-05-20,0
10587,1154,Operating Systems,2025-12-03,2025-12-09,0
10588,1268,Engineering Mathematics,2026-06-12,2026-06-24,0
